iid bid
48100 695
45825 284
3610 932
8091 416
721 592
49297 86
56785 472
47576 6
44965 475
38672 575
66703 674
37408 130
7650 6
53492 575
49944 60
23488 264
89009 26
31299 20
12422 77
79671 284
27886 20
8517 284
8516 20
46012 465
32268 407
1532 465
75796 465
11116 465
4291 340
83013 465
80419 465
3554 465
14886 381
23705 465
7961 381
9129 690
25367 145
17162 345
76126 835
88296 148
67418 143
40159 345
31235 284
88442 414
30614 345
14675 6
2178 284
17891 284
23790 584
8905 233
91007 401
86104 6
3508 535
67499 345
61976 284
78310 281
64746 284
62750 284
10206 233
58560 356
57267 47
473 406
38648 575
51790 6
41691 6
3996 113
90703 655
44470 113
30280 488
9964 169
51213 284
6781 19
22455 483
46453 6
38643 89
5309 60
81541 246
2382 284
39171 630
28277 448
5944 395
95359 6
28288 677
69636 284
33526 284
76744 243
33426 746
3574 334
7275 695
26033 358
95509 44
2733 848
25126 113
3298 706
42950 19
5953 656
36133 6
95242 6
14306 6
62579 147
19227 318
69488 178
23122 109
71723 6
44164 509
60662 381
59688 6
54727 285
43300 243
26841 284
50679 708
87252 372
92023 470
56151 203
44014 6
53291 6
53304 470
47926 607
56960 6
52378 284
45075 47
63663 394
23723 284
35013 887
64070 284
21957 77
24195 243
24916 345
55517 19
3990 164
4079 19
27092 266
2394 19
83300 19
18067 515
30539 19
5520 29
42578 345
5518 19
18668 515
11364 11
57610 632
71862 345
44806 19
33436 113
28309 932
55556 918
40347 285
37239 674
58230 714
47966 646
40502 654
57929 284
15673 284
65921 972
53453 448
53972 6
45455 284
41378 6
84641 284
87303 284
90661 284
76515 284
18626 363
73793 6
16569 758
23821 758
16528 758
67951 358
36207 758
8351 358
77794 758
7349 284
13492 284
69247 509
1264 511
27586 875
17231 202
32309 511
24106 752
29857 752
35493 752
68086 400
63780 243
18802 916
11083 395
10678 380
22288 284
24365 6
79306 345
10449 998
17377 358
17794 19
83969 345
71735 146
59121 97
14589 117
2689 330
28974 284
90993 623
9202 791
23356 462
25962 936
21783 264
71163 42
2790 198
796 264
1600 12
2034 246
21515 34
95472 26
76482 476
6627 225
15 714
35065 42
58299 477
70818 393
77243 284
863 284
30555 765
75904 832
17623 4
92474 243
92024 284
79641 169
16144 26
67235 243
28828 998
87812 243
34202 19
87758 113
92677 284
43547 169
66358 19
24439 996
84661 44
583 6
31922 77
77805 77
65266 46
41093 77
68240 77
18757 77
38384 77
59106 408
50780 77
50361 77
32323 340
34442 77
32395 358
79734 77
92036 77
42944 77
39375 480
3957 77
80361 77
51254 77
62951 6
84133 86
58565 229
57066 6
53195 708
29968 721
38064 6
78305 93
90621 6
36537 805
60040 77
7335 178
23525 284
17447 164
34806 752
70566 752
33132 178
15202 284
33295 815
2226 164
17629 730
12323 178
23975 77
24083 12
74122 20
25086 284
53302 47
94474 6
72151 66
1654 284
8577 194
53011 284
61806 6
60949 6
53484 243
62407 772
62112 900
56660 630
38755 345
38904 749
18133 406
34281 286
15358 825
22444 443
6352 887
12410 381
24152 272
53644 246
45867 246
53712 630
50166 114
95104 246
5183 345
65604 627
10851 19
37297 19
79702 19
26421 246
227 630
1725 630
23669 179
14671 284
90724 42
7064 606
95080 470
7783 284
604 593
86915 612
34867 284
39866 887
6697 42
42001 113
65064 93
90827 191
20651 284
91356 12
43284 167
3866 233
4178 34
94889 483
11114 6
22550 6
83704 158
60133 6
47360 229
26798 229
85549 6
20660 575
2062 761
47883 638
38019 893
30926 472
37837 284
226 6
88345 623
26360 233
9100 815
71386 12
77013 659
6046 6
33007 656
13830 145
93695 483
88004 246
1871 34
83 340
31458 228
15845 626
16041 6
55466 6
46077 6
42766 6
81038 472
50520 6
66814 477
86306 221
16173 6
49002 350
91297 34
12767 470
50488 358
82778 95
32449 972
46292 366
84831 972
18193 470
36600 477
7092 47
83404 477
84905 358
79249 358
10090 234
3047 477
24011 477
9098 135
786 194
76 887
50107 380
90071 691
88218 284
75128 413
47916 6
95382 284
70027 887
26471 960
10298 941
1501 284
58060 243
93952 681
83221 509
76604 932
35511 169
28513 659
65949 345
15025 987
17174 284
21434 284
18365 19
13855 6
14511 42
55092 345
88213 807
63194 835
41968 575
39681 358
62924 580
264 233
88961 752
85511 752
67679 243
4633 470
85135 752
3170 203
67955 499
21926 272
70789 752
7744 6
6242 470
80213 42
38507 6
28049 632
43134 26
41214 41
29669 470
6820 158
78236 284
89614 129
87833 129
75450 129
91559 555
35732 169
22919 345
25580 69
81724 284
95037 340
48719 832
8024 284
85125 158
30747 256
18501 345
18607 584
6548 462
64568 345
94270 606
94299 966
31311 267
9077 284
742 900
15026 6
19583 121
79604 574
18262 659
6641 199
22357 345
14282 499
73478 284
55028 128
50567 243
483 246
36483 77
18601 470
32896 807
12250 19
22022 284
43915 56
29865 752
18033 91
86013 340
12980 284
64181 752
9447 876
16946 90
63756 185
92706 243
50675 284
39497 284
47367 6
78362 366
42014 42
37243 708
8027 284
21339 582
9859 777
42510 765
8069 284
37180 943
41588 893
43815 358
89389 606
9896 750
80311 185
14636 974
33758 755
75924 606
51573 181
41190 358
84731 832
71391 358
5206 358
92465 358
93081 19
86670 109
25528 109
85213 288
80607 169
71608 228
23795 809
25902 893
976 284
14264 44
3845 530
8313 284
7228 462
10087 34
15246 202
9770 901
59245 284
29635 6
18725 6
129 398
71821 6
1389 6
35113 6
49239 6
88742 256
85331 6
62098 714
61582 284
58040 987
70259 358
37293 340
65606 358
69817 358
20370 284
90989 169
76802 998
67297 998
60670 19
60761 19
22968 893
55450 19
48078 19
54552 19
91879 19
48062 285
54367 19
94742 19
40371 229
77502 284
60677 340
64048 284
94265 41
65790 394
78325 77
23259 223
46336 6
81740 6
51561 77
49079 727
29618 340
39369 6
47342 284
89706 381
14425 284
41348 764
62431 243
60780 358
42581 972
45584 809
70294 281
37847 42
2895 848
39967 475
42911 156
67692 276
2038 848
52919 848
42552 156
27364 848
83279 848
42273 848
27130 848
28383 848
68111 848
86486 315
73245 848
10055 276
64522 848
1185 656
25867 848
18010 442
81269 156
14444 848
75999 284
17291 459
9604 459
22654 832
57275 704
32892 75
31387 243
29393 243
26175 243
24893 75
10177 448
41621 500
46694 212
13922 935
28215 284
93813 113
88285 138
92168 190
93696 553
14233 477
16921 22
13799 22
46619 246
8384 113
66525 766
61858 358
72273 472
52772 483
2995 632
90990 832
31024 472
50434 358
38292 221
39913 243
31001 472
68834 472
75740 221
83036 243
68232 472
75451 243
68417 472
64749 472
29540 243
67081 34
53 284
3897 233
1701 358
91142 284
9716 284
14851 477
27928 41
88210 358
18792 169
88291 630
74348 887
91865 705
81293 41
6542 273
31063 583
18732 41
213 273
35040 203
88757 364
2419 381
81854 6
81002 632
74854 968
64021 334
16089 169
91816 284
88298 18
35058 34
73513 143
2025 41
24781 19
73890 51
77741 284
29881 113
1072 361
32966 284
80227 12
6093 6
19253 233
21518 284
12504 284
89347 6
53148 714
38844 284
59583 727
59127 6
56168 19
16265 77
63898 575
22652 177
10691 243
1220 284
10404 708
43859 113
13655 6
15105 284
43317 330
47050 243
13545 284
1447 6
73914 6
26031 218
87390 97
56453 578
4526 606
11376 113
40700 6
89463 42
4003 6
45933 6
4463 325
77048 6
370 832
62181 6
49775 6
61932 6
51575 246
1606 6
50374 6
77797 6
45328 6
59889 77
36402 972
61918 6
60493 381
48200 6
78060 38
60541 6
86919 6
87582 6
53149 284
85356 284
50731 350
27963 42
70139 575
45002 345
37878 345
28524 6
48268 284
88253 345
41047 6
55437 39
40679 472
32908 183
16955 183
54668 284
45983 364
29264 589
75102 819
46294 169
45015 117
243 77
38541 117
11851 472
39251 462
28149 472
26746 472
17011 472
89020 574
82191 509
75693 6
45673 6
95483 276
6348 169
94640 6
53278 6
75977 284
86646 681
2676 6
68804 6
2026 690
80042 6
8183 199
25381 345
21448 345
85911 284
5231 345
2864 6
34826 6
15028 345
43675 206
72951 904
55022 13
42942 183
42906 400
8491 731
95367 41
76277 322
17503 322
54775 887
14164 121
15491 777
16727 659
71301 6
50130 19
58886 11
57969 437
49937 264
71444 320
22723 38
16570 887
19881 407
75739 943
89431 893
63865 6
69218 752
7912 85
4790 925
18946 284
46768 383
90733 284
4189 358
94891 13
8190 6
2616 284
86610 131
88028 345
87396 819
88139 284
709 253
37487 243
33209 246
22063 6
12332 284
46275 47
71618 47
4706 677
16005 44
47996 47
73507 832
88375 677
74948 67
12492 284
51915 708
10267 291
43378 47
32336 695
9048 612
44549 780
26649 472
61646 472
82977 472
70348 146
71328 146
13822 964
70302 284
43838 142
90149 194
93110 358
45906 141
40607 6
1399 233
73275 284
12650 77
1064 284
8770 358
62806 6
62488 714
56784 547
83008 887
37982 6
3540 812
19453 272
95053 6
87187 413
54039 141
88479 749
7936 364
736 290
45742 6
1248 681
68181 284
88003 330
16457 488
66826 284
89599 749
92868 284
86102 185
7200 284
20979 477
34529 243
69234 284
19593 402
32083 20
60695 848
94635 6
19880 690
58122 6
58416 143
58414 143
74151 284
66384 77
52310 6
49989 470
50596 381
48283 6
43717 651
44755 6
40746 6
3890 6
39064 233
39803 6
28995 6
39388 6
36236 987
76360 6
28050 60
11691 887
80254 6
5564 6
29056 6
92901 6
84946 6
79339 124
81694 880
72229 832
13337 70
70292 284
62876 6
52998 575
20789 6
20073 6
25185 472
66922 284
20453 284
22230 13
7702 97
1828 284
2823 206
523 284
93729 246
94571 90
48841 284
25044 470
25043 457
74544 777
2227 649
69747 831
27613 6
90650 358
90649 118
81154 77
80567 41
23618 758
8663 604
18987 395
21617 358
95815 286
40740 6
6050 6
74290 20
32881 6
68957 66
92179 750
61700 180
80655 180
59316 39
58844 39
39444 243
3331 19
68015 472
75188 6
29880 695
24146 253
1410 6
31158 13
1840 37
17071 6
41301 179
12520 832
30441 187
75897 71
44703 71
86140 71
28058 77
38576 18
53762 169
73514 143
86021 448
80088 650
8649 632
38911 651
17855 210
49151 727
5607 337
5863 470
61698 535
61279 113
1560 771
37429 113
37449 233
3709 358
23025 283
2406 887
6335 750
26183 814
40738 284
91741 284
69609 284
54076 6
76790 78
7250 288
85929 477
10340 19
13929 42
41980 345
86874 19
7699 284
21055 998
48004 470
77730 185
13844 169
12054 19
45755 284
16279 639
16733 121
65847 714
25484 6
14736 6
82382 509
26687 6
8359 50
91609 249
22126 998
80551 284
32354 900
51441 617
88059 64
74304 334
17821 801
41525 6
67209 47
20591 109
18040 637
77671 202
51437 284
64335 284
3684 284
73609 284
76089 284
30386 284
15166 284
69418 6
51806 143
20014 6
56335 6
36049 6
34593 6
46881 918
29861 630
40240 6
8927 6
10059 674
90090 44
70129 6
12961 6
44126 97
80602 638
1728 256
37062 815
80927 817
22039 358
16712 284
33997 893
33082 19
34777 243
83435 6
21618 690
1553 6
76478 500
36159 6
23684 6
19047 146
20143 758
78629 257
22376 284
1231 6
74037 6
70257 143
19021 6
31677 6
224 6
41666 6
8697 246
54970 47
79355 284
79468 345
87657 345
28664 246
45719 615
17940 690
59726 106
55385 19
47510 191
70258 143
37805 191
3429 191
71206 19
37298 284
73385 284
6039 19
14318 257
6085 191
10121 522
22659 615
82327 832
78733 248
76485 499
79127 918
79660 34
86307 345
6036 794
47670 731
40749 731
59799 487
38871 888
83957 6
63594 6
8648 6
65113 858
3018 6
52115 330
82759 509
40089 19
12776 145
8231 345
17379 284
12133 632
5430 60
62002 6
58566 284
66042 284
34747 470
53212 284
57918 6
70374 284
26281 638
209 358
18026 284
41112 472
42135 548
20998 6
87324 77
73036 77
80226 46
13399 169
37537 44
646 44
83107 6
63015 6
92193 6
39438 113
45309 284
11102 89
54702 109
39320 109
39319 109
39318 109
36621 472
89564 169
24616 109
83638 19
31023 472
24444 472
37184 276
43018 77
90929 82
86645 479
9545 6
94033 284
72688 284
92082 470
16863 104
54493 77
30903 284
13987 109
93321 257
51202 243
80407 257
57549 257
59071 60
62413 60
42711 60
43659 60
41292 60
46838 83
41878 284
4174 284
28229 60
94864 284
91069 60
17665 6
66185 43
23376 345
3260 809
36832 674
22921 680
13733 361
57038 6
11689 887
76007 6
74077 266
37130 358
41488 470
62497 6
49988 470
27043 358
84680 674
11757 868
90725 42
12873 77
74198 674
27644 42
28735 42
79380 42
17043 276
3919 284
19773 42
13498 284
2819 284
35819 714
13419 77
49927 407
11857 47
19094 690
472 15
63600 305
23986 448
6096 448
70280 6
61602 6
93451 340
88276 284
8938 983
95043 6
80510 284
22811 6
73622 6
30398 500
77418 330
13740 284
80211 946
63 6
40769 288
12396 284
7872 812
93092 470
47531 6
54718 888
46580 284
86987 6
42114 801
81494 284
75106 6
59870 284
53267 6
49951 105
73250 284
19407 6
37638 129
79508 381
56121 284
44941 228
46463 42
40339 113
37835 812
94484 20
38236 117
1693 77
27784 284
68347 358
14959 6
4956 284
95117 6
45892 6
18649 284
47279 47
45571 284
28762 567
77685 6
70474 6
81245 6
66863 6
95865 6
79143 6
15764 22
13703 284
39664 6
81657 6
35 971
53359 284
91517 6
64868 258
48139 682
67442 77
22246 46
34728 6
87628 6
62504 987
55986 284
60233 6
92769 6
44742 105
67060 512
12759 19
75663 6
65738 330
78788 6
25095 6
83438 6
70958 396
58392 6
51812 19
38827 358
15121 358
6026 364
92020 462
21299 19
7730 19
56981 6
84001 381
71434 253
61818 41
50074 34
85666 794
6130 575
3840 472
49805 6
79903 6
88744 121
57633 953
76399 6
56272 489
41789 6
55423 105
53808 340
53166 105
39211 395
87439 358
83774 77
18094 284
6935 158
93820 358
84528 19
2835 345
75307 6
21855 19
32421 472
55379 284
58055 284
86433 470
86715 496
90483 741
15346 284
58325 891
49645 6
946 6
66971 6
95505 6
56088 6
73091 6
66471 509
25327 470
40587 19
45252 19
89482 805
52468 284
80464 6
47333 381
57618 470
54410 169
94511 284
79609 395
69544 340
1923 509
60234 472
58893 448
48363 448
17615 448
22248 569
57308 77
58257 77
90394 6
80814 26
89148 77
44863 6
29380 392
75877 284
14144 681
83540 6
12612 284
28371 6
75367 6
9114 500
71150 6
51663 835
45958 44
38949 77
41108 211
38605 358
37294 77
11160 358
84787 358
57503 6
45379 728
48232 6
82114 6
19697 6
63598 6
65653 6
47066 6
93211 6
34856 284
75498 38
871 470
62938 6
58835 6
39719 6
79880 6
29671 6
47742 215
52142 6
39183 436
47890 6
44208 6
73681 6
64745 246
35908 6
20221 470
4307 284
43851 284
89501 443
66390 340
30832 395
63197 6
80676 6
74925 6
50252 6
47011 6
56101 6
84295 6
48914 284
73329 284
89249 438
12447 77
37726 6
49077 406
6498 284
7210 6
35115 284
7615 284
11457 358
61310 109
62900 358
7179 6
79052 6
90511 6
67842 6
49704 6
36442 6
22696 6
52881 284
88428 921
28146 77
13533 77
22705 77
72559 284
31089 924
572 316
88874 6
59501 6
52418 6
54156 41
36490 317
9169 4
14824 121
6523 936
72945 6
78171 6
2957 6
23672 6
24168 284
36365 246
77720 342
2367 470
65421 113
43912 501
30004 401
14991 113
65145 809
35254 283
71027 284
93372 170
28180 56
91510 918
20524 77
70368 284
80777 284
51486 284
55825 276
18404 509
71557 284
24814 345
17114 593
14559 6
1705 94
59853 284
5386 13
17820 13
26499 6
1154 727
14458 387
29135 6
47911 269
62290 6
50952 6
45972 331
32710 6
92630 6
44527 6
38853 6
70496 6
23171 17
65737 6
35758 832
71200 6
15474 638
34018 426
44253 848
40269 233
12032 284
89421 708
638 284
81971 256
9684 814
83573 284
20980 6
35090 604
95873 604
85970 39
6692 6
60934 6
6158 6
22750 6
9690 6
42841 6
57093 6
95433 6
61514 6
63138 6
2113 297
56393 284
72034 284
23174 284
56601 6
50677 6
17726 6
25000 6
57087 6
6111 345
41842 453
3420 752
31045 37
64520 284
28154 243
45073 6
10079 284
33550 6
6057 284
66625 284
91106 284
72866 6
67142 284
14359 972
19815 284
24805 284
33335 401
15796 6
72813 6
15823 6
75720 530
71191 832
45780 41
11054 395
81857 448
46370 174
73342 345
66374 117
56977 246
49211 509
84610 509
95645 6
13848 284
46626 284
37315 284
25023 6
32674 284
51677 472
47227 77
30238 39
92791 342
85323 342
90746 284
90844 342
91197 77
82071 342
68026 342
33194 342
75921 284
76494 46
76114 472
81345 342
15305 472
80719 472
72983 342
81884 342
81124 342
13722 632
77762 342
75182 11
78118 342
79399 342
76584 611
73989 258
78892 342
78527 46
17932 479
32796 342
9763 358
78004 472
29610 342
27295 342
77874 342
30969 342
76468 46
77258 342
73783 46
71622 342
69227 342
70478 11
32868 342
34137 435
71133 342
33368 342
25557 11
82461 470
13275 284
36953 284
83239 284
12074 358
81241 574
86107 185
73884 6
14714 887
85873 470
30084 815
14145 169
20557 197
32651 12
40500 6
1345 936
23099 284
46263 6
56687 284
61908 462
90868 324
88512 6
59949 470
72659 284
55290 714
58313 630
56347 135
52885 284
13778 470
42461 470
94147 358
51564 470
67214 284
20099 470
47719 233
48153 470
48245 848
49602 462
89593 470
40995 190
40468 538
47632 470
45441 288
83536 470
85283 470
33172 470
9849 602
63736 835
30111 228
30654 970
9707 998
39670 381
15232 284
65709 6
10006 6
47573 6
62524 292
90568 284
90197 6
28588 284
34598 6
4134 77
23997 904
56838 6
21790 6
27649 6
85045 634
25074 284
16297 284
19212 284
7263 128
82774 6
60943 6
60925 6
38681 6
26171 284
79956 284
51594 6
14986 6
32275 749
14046 814
